taxid,name,rank,lineage_name,lineage_id,son_of
400659,Sthenoteuthis pteropus,species,//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis pteropus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//400659,34552
346248,Dosidicus,genus,//Oegopsina//Ommastrephidae//Dosidicus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//346248,6626
1091609,environmental samples,no rank,//Oegopsina//Ommastrephidae//Dosidicus//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//346248//1091609,346248
1091610,Dosidicus gigas environmental sample,species,//Oegopsina//Ommastrephidae//Dosidicus//environmental samples//Dosidicus gigas environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//346248//1091609//1091610,1091609
2002787,Dosidicus environmental sample,species,//Oegopsina//Ommastrephidae//Dosidicus//environmental samples//Dosidicus environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//346248//1091609//2002787,1091609
346249,Dosidicus gigas,species,//Oegopsina//Ommastrephidae//Dosidicus//Dosidicus gigas,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//346248//346249,346248
55284,Hyaloteuthis,genus,//Oegopsina//Ommastrephidae//Hyaloteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//55284,6626
55285,Hyaloteuthis pelagica,species,//Oegopsina//Ommastrephidae//Hyaloteuthis//Hyaloteuthis pelagica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//55284//55285,55284
6627,Illex,genus,//Oegopsina//Ommastrephidae//Illex,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627,6626
109628,Illex coindetii,species,//Oegopsina//Ommastrephidae//Illex//Illex coindetii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627//109628,6627
184222,unclassified Illex,no rank,//Oegopsina//Ommastrephidae//Illex//unclassified Illex,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627//184222,6627
184223,Illex sp. AL9407-Illex-2K,species,//Oegopsina//Ommastrephidae//Illex//unclassified Illex//Illex sp. AL9407-Illex-2K,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627//184222//184223,184222
370612,Illex cf. illecebrosus DBC-2006,species,//Oegopsina//Ommastrephidae//Illex//Illex cf. illecebrosus DBC-2006,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627//370612,6627
370613,Illex cf. oxygonius DBC-2006,species,//Oegopsina//Ommastrephidae//Illex//Illex cf. oxygonius DBC-2006,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627//370613,6627
370614,Illex cf. coindetii DBC-2006,species,//Oegopsina//Ommastrephidae//Illex//Illex cf. coindetii DBC-2006,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627//370614,6627
6628,Illex argentinus,species,//Oegopsina//Ommastrephidae//Illex//Illex argentinus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627//6628,6627
6629,Illex illecebrosus,species,//Oegopsina//Ommastrephidae//Illex//Illex illecebrosus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6627//6629,6627
6630,Nototodarus,genus,//Oegopsina//Ommastrephidae//Nototodarus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6630,6626
215440,Nototodarus sloanii,species,//Oegopsina//Ommastrephidae//Nototodarus//Nototodarus sloanii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6630//215440,6630
34551,Nototodarus hawaiiensis,species,//Oegopsina//Ommastrephidae//Nototodarus//Nototodarus hawaiiensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6630//34551,6630
445032,Nototodarus sp. GD-2007,species,//Oegopsina//Ommastrephidae//Nototodarus//Nototodarus sp. GD-2007,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6630//445032,6630
6631,Nototodarus gouldi,species,//Oegopsina//Ommastrephidae//Nototodarus//Nototodarus gouldi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6630//6631,6630
6632,Ommastrephes,genus,//Oegopsina//Ommastrephidae//Ommastrephes,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6632,6626
1365859,environmental samples,no rank,//Oegopsina//Ommastrephidae//Ommastrephes//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6632//1365859,6632
1986401,Ommastrephes environmental sample cf. Ommastrephes bartramii,species,//Oegopsina//Ommastrephidae//Ommastrephes//environmental samples//Ommastrephes environmental sample cf. Ommastrephes bartramii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6632//1365859//1986401,1365859
2094581,Ommastrephes sp. E3,species,//Oegopsina//Ommastrephidae//Ommastrephes//Ommastrephes sp. E3,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6632//2094581,6632
61679,Ommastrephes bartramii,species,//Oegopsina//Ommastrephidae//Ommastrephes//Ommastrephes bartramii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6632//61679,6632
6636,Todarodes,genus,//Oegopsina//Ommastrephidae//Todarodes,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6636,6626
200939,Todarodes sagittatus,species,//Oegopsina//Ommastrephidae//Todarodes//Todarodes sagittatus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6636//200939,6636
215439,Todarodes angolensis,species,//Oegopsina//Ommastrephidae//Todarodes//Todarodes angolensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6636//215439,6636
51371,Todarodes filippovae,species,//Oegopsina//Ommastrephidae//Todarodes//Todarodes filippovae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6636//51371,6636
61257,Todarodes sp.,species,//Oegopsina//Ommastrephidae//Todarodes//Todarodes sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6636//61257,6636
6637,Todarodes pacificus,species,//Oegopsina//Ommastrephidae//Todarodes//Todarodes pacificus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//6636//6637,6636
93039,Neoteuthidae,family,//Oegopsina//Neoteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039,34542
2053954,Narrowteuthis,genus,//Oegopsina//Neoteuthidae//Narrowteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039//2053954,93039
2053955,Narrowteuthis nesisi,species,//Oegopsina//Neoteuthidae//Narrowteuthis//Narrowteuthis nesisi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039//2053954//2053955,2053954
283058,Neoteuthis,genus,//Oegopsina//Neoteuthidae//Neoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039//283058,93039
283059,Neoteuthis thielei,species,//Oegopsina//Neoteuthidae//Neoteuthis//Neoteuthis thielei,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039//283058//283059,283058
93040,Alluroteuthis,genus,//Oegopsina//Neoteuthidae//Alluroteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039//93040,93039
93041,Alluroteuthis antarcticus,species,//Oegopsina//Neoteuthidae//Alluroteuthis//Alluroteuthis antarcticus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93039//93040//93041,93040
93044,Lycoteuthidae,family,//Oegopsina//Lycoteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93044,34542
559558,Selenoteuthis,genus,//Oegopsina//Lycoteuthidae//Selenoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93044//559558,93044
559559,Selenoteuthis scintillans,species,//Oegopsina//Lycoteuthidae//Selenoteuthis//Selenoteuthis scintillans,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93044//559558//559559,559558
93045,Lycoteuthis,genus,//Oegopsina//Lycoteuthidae//Lycoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93044//93045,93044
93046,Lycoteuthis lorigera,species,//Oegopsina//Lycoteuthidae//Lycoteuthis//Lycoteuthis lorigera,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//93044//93045//93046,93045
551347,Myopsina,suborder,//Myopsina,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347,551290
2002804,environmental samples,no rank,//Myopsina//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//2002804,551347
2002805,Loligo environmental sample,species,//Myopsina//environmental samples//Loligo environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//2002804//2002805,2002804
2002830,Uroteuthis environmental sample,species,//Myopsina//environmental samples//Uroteuthis environmental sample,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//2002804//2002830,2002804
6615,Loliginidae,family,//Myopsina//Loliginidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615,551347
1051063,Doryteuthis,genus,//Myopsina//Loliginidae//Doryteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063,6615
1051064,Doryteuthis gahi,species,//Myopsina//Loliginidae//Doryteuthis//Doryteuthis gahi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051064,1051063
1051066,Doryteuthis opalescens,species,//Myopsina//Loliginidae//Doryteuthis//Doryteuthis opalescens,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051066,1051063
1051067,Doryteuthis pealeii,species,//Myopsina//Loliginidae//Doryteuthis//Doryteuthis pealeii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051067,1051063
1051068,Doryteuthis pleii,species,//Myopsina//Loliginidae//Doryteuthis//Doryteuthis pleii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051068,1051063
1051070,Doryteuthis sanpaulensis,species,//Myopsina//Loliginidae//Doryteuthis//Doryteuthis sanpaulensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051070,1051063
1051071,Doryteuthis surinamensis,species,//Myopsina//Loliginidae//Doryteuthis//Doryteuthis surinamensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1051063//1051071,1051063
1423825,Heterololigo,genus,//Myopsina//Loliginidae//Heterololigo,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1423825,6615
1423826,Heterololigo bleekeri,species,//Myopsina//Loliginidae//Heterololigo//Heterololigo bleekeri,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//1423825//1423826,1423825
215442,Photololigo,genus,//Myopsina//Loliginidae//Photololigo,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//215442,6615
215443,Photololigo sp. SJ-2002,species,//Myopsina//Loliginidae//Photololigo//Photololigo sp. SJ-2002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//215442//215443,215442
279085,Photololigo sp. JMS-2004,species,//Myopsina//Loliginidae//Photololigo//Photololigo sp. JMS-2004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//215442//279085,215442
34569,Sepioteuthis,genus,//Myopsina//Loliginidae//Sepioteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569,6615
1393786,Sepioteuthis cf. lessoniana ACEH12MAY02,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana ACEH12MAY02,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393786,34569
1393787,Sepioteuthis cf. lessoniana ACEH12MAY03,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana ACEH12MAY03,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393787,34569
1393788,Sepioteuthis cf. lessoniana ACEH12MAY04,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana ACEH12MAY04,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393788,34569
1393789,Sepioteuthis cf. lessoniana ACEH12MAY05,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana ACEH12MAY05,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393789,34569
1393790,Sepioteuthis cf. lessoniana BAL00501,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00501,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393790,34569
1393791,Sepioteuthis cf. lessoniana BAL00604,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00604,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393791,34569
1393792,Sepioteuthis cf. lessoniana BAL00606,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00606,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393792,34569
1393793,Sepioteuthis cf. lessoniana BAL00608,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00608,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393793,34569
1393794,Sepioteuthis cf. lessoniana BAL00609,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00609,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393794,34569
1393795,Sepioteuthis cf. lessoniana BAL00610,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00610,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393795,34569
1393796,Sepioteuthis cf. lessoniana BAL00612,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00612,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393796,34569
1393797,Sepioteuthis cf. lessoniana BAL00613,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00613,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393797,34569
1393798,Sepioteuthis cf. lessoniana BAL00614,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00614,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393798,34569
1393799,Sepioteuthis cf. lessoniana BAL00618,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00618,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393799,34569
1393800,Sepioteuthis cf. lessoniana BAL00624,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00624,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393800,34569
1393801,Sepioteuthis cf. lessoniana BAL00628,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00628,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393801,34569
1393802,Sepioteuthis cf. lessoniana BAL00637,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00637,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393802,34569
1393803,Sepioteuthis cf. lessoniana BAL00639,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana BAL00639,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393803,34569
1393804,Sepioteuthis cf. lessoniana DON002,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393804,34569
1393805,Sepioteuthis cf. lessoniana DON004,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393805,34569
1393806,Sepioteuthis cf. lessoniana DON013,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON013,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393806,34569
1393807,Sepioteuthis cf. lessoniana DON014,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON014,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393807,34569
1393808,Sepioteuthis cf. lessoniana DON015,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON015,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393808,34569
1393809,Sepioteuthis cf. lessoniana DON016,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393809,34569
1393810,Sepioteuthis cf. lessoniana DON020,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON020,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393810,34569
1393811,Sepioteuthis cf. lessoniana DON021,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON021,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393811,34569
1393812,Sepioteuthis cf. lessoniana DON023,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON023,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393812,34569
1393813,Sepioteuthis cf. lessoniana DON024,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON024,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393813,34569
1393814,Sepioteuthis cf. lessoniana DON025,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON025,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393814,34569
1393815,Sepioteuthis cf. lessoniana DON027,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON027,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393815,34569
1393816,Sepioteuthis cf. lessoniana DON029,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON029,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393816,34569
1393817,Sepioteuthis cf. lessoniana DON030,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON030,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393817,34569
1393818,Sepioteuthis cf. lessoniana DON031,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON031,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393818,34569
1393819,Sepioteuthis cf. lessoniana DON032,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON032,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393819,34569
1393820,Sepioteuthis cf. lessoniana DON033,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON033,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393820,34569
1393821,Sepioteuthis cf. lessoniana DON034,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON034,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393821,34569
1393822,Sepioteuthis cf. lessoniana DON036,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON036,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393822,34569
1393823,Sepioteuthis cf. lessoniana DON037,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON037,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393823,34569
1393824,Sepioteuthis cf. lessoniana DON038,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON038,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393824,34569
1393825,Sepioteuthis cf. lessoniana DON039,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON039,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393825,34569
1393826,Sepioteuthis cf. lessoniana DON041,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON041,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393826,34569
1393827,Sepioteuthis cf. lessoniana DON044,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DON044,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393827,34569
1393828,Sepioteuthis cf. lessoniana DUM035,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM035,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393828,34569
1393829,Sepioteuthis cf. lessoniana DUM036,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM036,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393829,34569
1393830,Sepioteuthis cf. lessoniana DUM04402,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04402,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393830,34569
1393831,Sepioteuthis cf. lessoniana DUM04403,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04403,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393831,34569
1393832,Sepioteuthis cf. lessoniana DUM04404,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04404,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393832,34569
1393833,Sepioteuthis cf. lessoniana DUM04410,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04410,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393833,34569
1393834,Sepioteuthis cf. lessoniana DUM04414,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04414,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393834,34569
1393835,Sepioteuthis cf. lessoniana DUM04415,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04415,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393835,34569
1393836,Sepioteuthis cf. lessoniana DUM04416,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04416,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393836,34569
1393837,Sepioteuthis cf. lessoniana DUM04418,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana DUM04418,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393837,34569
1393838,Sepioteuthis cf. lessoniana MAN001,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN001,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393838,34569
1393839,Sepioteuthis cf. lessoniana MAN003,species,//Myopsina//Loliginidae//Sepioteuthis//Sepioteuthis cf. lessoniana MAN003,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//551347//6615//34569//1393839,34569
