taxid,name,rank,lineage_name,lineage_id,son_of
61720,Joubiniteuthis,genus,//Oegopsina//Joubiniteuthidae//Joubiniteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//61720,61719
279084,Joubiniteuthis sp. JMS-2004,species,//Oegopsina//Joubiniteuthidae//Joubiniteuthis//Joubiniteuthis sp. JMS-2004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//61720//279084,61720
61721,Joubiniteuthis portieri,species,//Oegopsina//Joubiniteuthidae//Joubiniteuthis//Joubiniteuthis portieri,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61719//61720//61721,61720
61722,Lepidoteuthidae,family,//Oegopsina//Lepidoteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61722,34542
1986390,environmental samples,no rank,//Oegopsina//Lepidoteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61722//1986390,61722
1986391,Lepidoteuthidae environmental sample cf. Lepidoteuthis grimaldii,species,//Oegopsina//Lepidoteuthidae//environmental samples//Lepidoteuthidae environmental sample cf. Lepidoteuthis grimaldii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61722//1986390//1986391,1986390
61723,Lepidoteuthis,genus,//Oegopsina//Lepidoteuthidae//Lepidoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61722//61723,61722
61724,Lepidoteuthis grimaldii,species,//Oegopsina//Lepidoteuthidae//Lepidoteuthis//Lepidoteuthis grimaldii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61722//61723//61724,61723
61729,Mastigoteuthidae,family,//Oegopsina//Mastigoteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729,34542
1346170,Idioteuthis,genus,//Oegopsina//Mastigoteuthidae//Idioteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170,61729
1346171,Idioteuthis cordiformis,species,//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis cordiformis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1346171,1346170
1346172,Idioteuthis hjorti,species,//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1346172,1346170
1346173,Idioteuthis magna,species,//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis magna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1346173,1346170
1346174,Idioteuthis sp. HEB-2013,species,//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis sp. HEB-2013,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1346174,1346170
1977389,Idioteuthis sp. NIWA 71437,species,//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis sp. NIWA 71437,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1977389,1346170
1977390,Idioteuthis sp. NSMT249,species,//Oegopsina//Mastigoteuthidae//Idioteuthis//Idioteuthis sp. NSMT249,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1346170//1977390,1346170
1977382,Mastigotragus,genus,//Oegopsina//Mastigoteuthidae//Mastigotragus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977382,61729
1977384,Mastigotragus pyrodes,species,//Oegopsina//Mastigoteuthidae//Mastigotragus//Mastigotragus pyrodes,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977382//1977384,1977382
1977383,Magnoteuthis,genus,//Oegopsina//Mastigoteuthidae//Magnoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977383,61729
1977385,Magnoteuthis microlucens,species,//Oegopsina//Mastigoteuthidae//Magnoteuthis//Magnoteuthis microlucens,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977383//1977385,1977383
1977387,Magnoteuthis cf. magna NSMT147,species,//Oegopsina//Mastigoteuthidae//Magnoteuthis//Magnoteuthis cf. magna NSMT147,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1977383//1977387,1977383
1986383,environmental samples,no rank,//Oegopsina//Mastigoteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383,61729
1986384,Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,species,//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986384,1986383
1986385,Mastigoteuthidae environmental sample cf. Idioteuthis magna,species,//Oegopsina//Mastigoteuthidae//environmental samples//Mastigoteuthidae environmental sample cf. Idioteuthis magna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//1986383//1986385,1986383
2053949,Echinoteuthis,genus,//Oegopsina//Mastigoteuthidae//Echinoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//2053949,61729
2053951,Echinoteuthis atlantica,species,//Oegopsina//Mastigoteuthidae//Echinoteuthis//Echinoteuthis atlantica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//2053949//2053951,2053949
2060710,Mastigopsis,genus,//Oegopsina//Mastigoteuthidae//Mastigopsis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//2060710,61729
2060711,Mastigopsis hjorti,species,//Oegopsina//Mastigoteuthidae//Mastigopsis//Mastigopsis hjorti,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//2060710//2060711,2060710
61730,Mastigoteuthis,genus,//Oegopsina//Mastigoteuthidae//Mastigoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730,61729
1346166,Mastigoteuthis agassizii,species,//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis agassizii,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//1346166,61730
1346168,Mastigoteuthis psychrophila,species,//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis psychrophila,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//1346168,61730
1346169,Mastigoteuthis sp. HEB-2013,species,//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis sp. HEB-2013,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//1346169,61730
1672221,Mastigoteuthis cf. dentata BOLD:ACO6617,species,//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis cf. dentata BOLD:ACO6617,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//1672221,61730
493913,Mastigoteuthis sp. M1 ARL-2008,species,//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis sp. M1 ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//493913,61730
78422,Mastigoteuthis latipinna,species,//Oegopsina//Mastigoteuthidae//Mastigoteuthis//Mastigoteuthis latipinna,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61729//61730//78422,61730
61732,Octopoteuthidae,family,//Oegopsina//Octopoteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732,34542
1986398,environmental samples,no rank,//Oegopsina//Octopoteuthidae//environmental samples,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//1986398,61732
1986400,Octopoteuthidae environmental sample cf. Octopoteuthis megaptera,species,//Oegopsina//Octopoteuthidae//environmental samples//Octopoteuthidae environmental sample cf. Octopoteuthis megaptera,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//1986398//1986400,1986398
1986409,Octopoteuthidae environmental sample cf. Taningia danae,species,//Oegopsina//Octopoteuthidae//environmental samples//Octopoteuthidae environmental sample cf. Taningia danae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//1986398//1986409,1986398
215445,Taningia,genus,//Oegopsina//Octopoteuthidae//Taningia,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//215445,61732
215446,Taningia danae,species,//Oegopsina//Octopoteuthidae//Taningia//Taningia danae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//215445//215446,215445
61733,Octopoteuthis,genus,//Oegopsina//Octopoteuthidae//Octopoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733,61732
1582096,Octopoteuthis deletron,species,//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis deletron,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//1582096,61733
2053939,Octopoteuthis sp. DP2064,species,//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sp. DP2064,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//2053939,61733
2053942,Octopoteuthis sp. DP0495,species,//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sp. DP0495,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//2053942,61733
2502175,Octopoteuthis sp. HJ-2019,species,//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sp. HJ-2019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//2502175,61733
283060,Octopoteuthis sicula,species,//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sicula,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//283060,61733
559544,Octopoteuthis megaptera,species,//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis megaptera,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//559544,61733
61734,Octopoteuthis nielseni,species,//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis nielseni,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//61734,61733
911024,Octopoteuthis sp. RC-2010,species,//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sp. RC-2010,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//911024,61733
61735,Pholidoteuthidae,family,//Oegopsina//Pholidoteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61735,34542
61736,Pholidoteuthis,genus,//Oegopsina//Pholidoteuthidae//Pholidoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61735//61736,61735
61737,Pholidoteuthis adami,species,//Oegopsina//Pholidoteuthidae//Pholidoteuthis//Pholidoteuthis adami,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61735//61736//61737,61736
61738,Pyroteuthidae,family,//Oegopsina//Pyroteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61738,34542
61739,Pyroteuthis,genus,//Oegopsina//Pyroteuthidae//Pyroteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61738//61739,61738
283053,Pyroteuthis margaritifera,species,//Oegopsina//Pyroteuthidae//Pyroteuthis//Pyroteuthis margaritifera,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61738//61739//283053,61739
61740,Pyroteuthis addolux,species,//Oegopsina//Pyroteuthidae//Pyroteuthis//Pyroteuthis addolux,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61738//61739//61740,61739
692437,Pyroteuthis sp. RJ-2009,species,//Oegopsina//Pyroteuthidae//Pyroteuthis//Pyroteuthis sp. RJ-2009,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61738//61739//692437,61739
61749,Thysanoteuthidae,family,//Oegopsina//Thysanoteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61749,34542
61750,Thysanoteuthis,genus,//Oegopsina//Thysanoteuthidae//Thysanoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61749//61750,61749
61751,Thysanoteuthis rhombus,species,//Oegopsina//Thysanoteuthidae//Thysanoteuthis//Thysanoteuthis rhombus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61749//61750//61751,61750
61756,Brachioteuthidae,family,//Oegopsina//Brachioteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756,34542
61757,Brachioteuthis,genus,//Oegopsina//Brachioteuthidae//Brachioteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757,61756
2053937,Brachioteuthis sp. DP0049,species,//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis sp. DP0049,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//2053937,61757
2502174,Brachioteuthis sp. HJ-2019,species,//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis sp. HJ-2019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//2502174,61757
283046,Brachioteuthis sp. ARL-2004,species,//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis sp. ARL-2004,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//283046,61757
559518,Brachioteuthis sp. 1 ARL-2008,species,//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis sp. 1 ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//559518,61757
559519,Brachioteuthis sp. 2 ARL-2008,species,//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis sp. 2 ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//559519,61757
559520,Brachioteuthis sp. 3 ARL-2008,species,//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis sp. 3 ARL-2008,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//559520,61757
61758,Brachioteuthis beani,species,//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis beani,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//61758,61757
6623,Enoploteuthidae,family,//Oegopsina//Enoploteuthidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623,34542
34543,Pterygioteuthis,genus,//Oegopsina//Enoploteuthidae//Pterygioteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543,6623
2049272,Pterygioteuthis sp. HJ-2017,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. HJ-2017,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2049272,34543
2053940,Pterygioteuthis sp. DP0068X,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0068X,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053940,34543
2053943,Pterygioteuthis sp. DP0070X,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0070X,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053943,34543
2053944,Pterygioteuthis sp. DP0009X,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0009X,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053944,34543
2053945,Pterygioteuthis sp. DP0787,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0787,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053945,34543
2053946,Pterygioteuthis sp. DP0067X,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis sp. DP0067X,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//2053946,34543
283052,Pterygioteuthis gemmata,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis gemmata,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//283052,34543
34544,Pterygioteuthis microlampas,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis microlampas,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//34544,34543
559548,Pterygioteuthis giardi,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis giardi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//559548,34543
559549,Pterygioteuthis hoylei,species,//Oegopsina//Enoploteuthidae//Pterygioteuthis//Pterygioteuthis hoylei,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34543//559549,34543
34545,Enoploteuthis,genus,//Oegopsina//Enoploteuthidae//Enoploteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34545,6623
185016,Enoploteuthis sp. BL-2001,species,//Oegopsina//Enoploteuthidae//Enoploteuthis//Enoploteuthis sp. BL-2001,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34545//185016,34545
283049,Enoploteuthis leptura,species,//Oegopsina//Enoploteuthidae//Enoploteuthis//Enoploteuthis leptura,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34545//283049,34545
34546,Enoploteuthis reticulata,species,//Oegopsina//Enoploteuthidae//Enoploteuthis//Enoploteuthis reticulata,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34545//34546,34545
72286,Enoploteuthis galaxias,species,//Oegopsina//Enoploteuthidae//Enoploteuthis//Enoploteuthis galaxias,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34545//72286,34545
72287,Enoploteuthis higginsi,species,//Oegopsina//Enoploteuthidae//Enoploteuthis//Enoploteuthis higginsi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34545//72287,34545
34547,Abraliopsis,genus,//Oegopsina//Enoploteuthidae//Abraliopsis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34547,6623
2053934,Abraliopsis atlantica,species,//Oegopsina//Enoploteuthidae//Abraliopsis//Abraliopsis atlantica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34547//2053934,34547
212692,Abraliopsis sp. YJP-2002,species,//Oegopsina//Enoploteuthidae//Abraliopsis//Abraliopsis sp. YJP-2002,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34547//212692,34547
279096,Abraliopsis pacificus,species,//Oegopsina//Enoploteuthidae//Abraliopsis//Abraliopsis pacificus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34547//279096,34547
283048,Abraliopsis pfefferi,species,//Oegopsina//Enoploteuthidae//Abraliopsis//Abraliopsis pfefferi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34547//283048,34547
34548,Abraliopsis sp.,species,//Oegopsina//Enoploteuthidae//Abraliopsis//Abraliopsis sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34547//34548,34547
34549,Abralia,genus,//Oegopsina//Enoploteuthidae//Abralia,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549,6623
126371,Abralia sp. DC-2000,species,//Oegopsina//Enoploteuthidae//Abralia//Abralia sp. DC-2000,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//126371,34549
2053933,Abralia redfieldi,species,//Oegopsina//Enoploteuthidae//Abralia//Abralia redfieldi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//2053933,34549
34550,Abralia trigonura,species,//Oegopsina//Enoploteuthidae//Abralia//Abralia trigonura,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//34550,34549
559535,Abralia veranyi,species,//Oegopsina//Enoploteuthidae//Abralia//Abralia veranyi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//559535,34549
61675,Abralia sp.,species,//Oegopsina//Enoploteuthidae//Abralia//Abralia sp.,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//61675,34549
995025,Abralia andamanica,species,//Oegopsina//Enoploteuthidae//Abralia//Abralia andamanica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//34549//995025,34549
6624,Watasenia,genus,//Oegopsina//Enoploteuthidae//Watasenia,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//6624,6623
6625,Watasenia scintillans,species,//Oegopsina//Enoploteuthidae//Watasenia//Watasenia scintillans,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6623//6624//6625,6624
6626,Ommastrephidae,family,//Oegopsina//Ommastrephidae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626,34542
109629,Todaropsis,genus,//Oegopsina//Ommastrephidae//Todaropsis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//109629,6626
109630,Todaropsis eblanae,species,//Oegopsina//Ommastrephidae//Todaropsis//Todaropsis eblanae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//109629//109630,109629
181015,Symplectoteuthis,genus,//Oegopsina//Ommastrephidae//Symplectoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//181015,6626
215437,Martialia,genus,//Oegopsina//Ommastrephidae//Martialia,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//215437,6626
215438,Martialia hyadesi,species,//Oegopsina//Ommastrephidae//Martialia//Martialia hyadesi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//215437//215438,215437
283050,Ornithoteuthis,genus,//Oegopsina//Ommastrephidae//Ornithoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//283050,6626
283051,Ornithoteuthis antillarum,species,//Oegopsina//Ommastrephidae//Ornithoteuthis//Ornithoteuthis antillarum,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//283050//283051,283050
400658,Ornithoteuthis volatilis,species,//Oegopsina//Ommastrephidae//Ornithoteuthis//Ornithoteuthis volatilis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//283050//400658,283050
309545,Eucleoteuthis,genus,//Oegopsina//Ommastrephidae//Eucleoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//309545,6626
309546,Eucleoteuthis luminosa,species,//Oegopsina//Ommastrephidae//Eucleoteuthis//Eucleoteuthis luminosa,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//309545//309546,309545
34552,Sthenoteuthis,genus,//Oegopsina//Ommastrephidae//Sthenoteuthis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552,6626
1884236,Sthenoteuthis sp. 1 SS-2016,species,//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis sp. 1 SS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//1884236,34552
1884237,Sthenoteuthis sp. 2 SS-2016,species,//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis sp. 2 SS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//1884237,34552
1884238,Sthenoteuthis sp. 3 SS-2016,species,//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis sp. 3 SS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//1884238,34552
1884239,Sthenoteuthis sp. 4 SS-2016,species,//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis sp. 4 SS-2016,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//1884239,34552
34553,Sthenoteuthis oualaniensis,species,//Oegopsina//Ommastrephidae//Sthenoteuthis//Sthenoteuthis oualaniensis,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//6626//34552//34553,34552
